H,samples_per_path,baseline_p50_ms,vshard2_p2_p50_ms,vshard4_p1_p50_ms,vshard4_p2_p50_ms,vshard2_p2_over_vshard4_p2_p50_x,vshard4_p2_faster_than_vshard2_p2,vshard2_p2_p95_ms,vshard4_p2_p95_ms,vshard2_p2_p99_ms,vshard4_p2_p99_ms,extension_sha256,source_json,source_json_sha256
58,500,0.9301120042800903,0.7241600155830383,0.8023519814014435,0.7806400060653687,0.9276491211781416,False,0.7271440148353576,0.784654414653778,0.7323657780885696,0.7900988906621933,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h58_bf16_cyclic.json,3cdfc23a0537e64309fc0a6db41b2de61ebb9d94dea02342ea6cd4d0986ffdca
59,500,0.9334400296211243,0.7266560196876526,0.8048799932003021,0.7839040160179138,0.9269706556408903,False,0.7291855722665787,0.7868528068065643,0.7338617819547654,0.7924303770065307,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h59_bf16_cyclic.json,1a0d74e0f3c526d2ba39c389872050e469349200dcf3461775f751d773301d0f
60,500,0.9356799721717834,0.7291200160980225,0.8069760203361511,0.786080002784729,0.9275391989556752,False,0.7330272018909454,0.7903392136096954,0.7394054228067398,0.795237438082695,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h60_bf16_cyclic.json,b1f95971ae5c193d27c5128397d3de0f8c022a6f65abee81e74596afcc635586
61,500,0.9390079975128174,0.7320960164070129,0.8096640110015869,0.7889279723167419,0.9279630613897007,False,0.7345952183008194,0.7911695748567581,0.7392665714025497,0.7961939102411271,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h61_bf16_cyclic.json,6594b0f01fbf2120c74f421096829dda44e787302ed8c263c3bf7a449959d424
62,500,0.9414399862289429,0.7347519993782043,0.813616007566452,0.7912319898605347,0.9286176605520137,False,0.7388831794261932,0.7951152265071869,0.7431724762916565,0.7989798438549042,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h62_bf16_cyclic.json,4400a2549ea8d1429bc35cab1445ee71d396846fb60ff95f3f033587b916ce9a
63,500,0.9440320134162903,0.7376479804515839,0.8150559961795807,0.796288013458252,0.9263582623176803,False,0.7410656243562699,0.8002304047346115,0.745736335515976,0.8050889438390731,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h63_bf16_cyclic.json,974db5686aa6a3902f4474a8477a9ac38c237efc2a26454e3eff95af16cf5585
64,500,0.948415994644165,0.741536021232605,0.8196000158786774,0.8015360236167908,0.9251437232808997,False,0.7442480027675629,0.8044176012277603,0.7481939321756363,0.8076512032747268,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h64_bf16_cyclic.json,5507bbeceb4e2c8a2de0f000cd910e4832049bc6c2954870c6e9d075c001c265
65,500,0.9499520063400269,0.7428319752216339,0.8208640217781067,0.8021439909934998,0.9260581436277985,False,0.7467536211013794,0.8050591766834259,0.7529622662067413,0.8084480166435242,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h65_bf16_cyclic.json,1896aba0b0f911fa9eeffda3ac0d64ae1152461f609d97f9e30515be7123e73f
66,500,0.9528639912605286,0.7459200024604797,0.8251839876174927,0.8062559962272644,0.925165215453756,False,0.7494752198457718,0.8096464037895202,0.7564527714252471,0.8153023946285248,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h66_bf16_cyclic.json,9f63a5aa009813eca2ba2ed5dd04b7df921032a355b2c621e65865b52e5d4f6a
67,500,0.9558079838752747,0.7488159835338593,0.8269760012626648,0.808351993560791,0.9263489043124944,False,0.7512671768665313,0.8112399727106094,0.7559417861700058,0.81632000207901,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h67_bf16_cyclic.json,48f4f8f4b5df6a012f18dbb042f1c3256271957c26594eb5a5bd06d18e6a4fb3
68,500,0.9587200284004211,0.7517120242118835,0.8312320113182068,0.8116320073604584,0.9261734596403571,False,0.7543744057416916,0.8145968049764634,0.7580287903547287,0.8195872122049331,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h68_bf16_cyclic.json,70275f9627a9bde83625164bf8389fd185246b585679735f2f836d802b98f7a2
69,500,0.961872011423111,0.754144012928009,0.8325120210647583,0.8149440288543701,0.9253936297786827,False,0.7588160037994385,0.8188640117645264,0.7645920175313949,0.8259529536962509,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h69_bf16_cyclic.json,b4a455a1aeb23a0aeef036ed3e65eb476361e065393201e0ef076654b6b521b5
70,500,0.9643360078334808,0.7568960189819336,0.8367040157318115,0.8165920078754425,0.9268961876704841,False,0.7620479971170425,0.8225600123405457,0.7682582408189773,0.8280364966392517,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h70_bf16_cyclic.json,474d42562a69dc9c1fdf8343cab58f51e3b81acfded067b07ec47e1832217372
71,500,0.9679999947547913,0.7618560194969177,0.8377280235290527,0.8210240006446838,0.927933920200498,False,0.7657023906707764,0.8242928087711334,0.7695385783910751,0.8289049464464188,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h71_bf16_cyclic.json,0b193951fb98282f9dacb030bec607617a8a338f3e85f496b7cc8a3f8d619381
72,500,0.9699359834194183,0.7646239995956421,0.8422719836235046,0.8222079873085022,0.9299642078382608,False,0.7716927975416183,0.8335232198238373,0.7822761416435242,0.8416700959205627,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h72_bf16_cyclic.json,e4d6bf38151aa5563a83270e613f06522c3bb4c7385a5ee100257dfbaae02c5a
73,500,0.9725760221481323,0.7672960162162781,0.8446400165557861,0.8254239857196808,0.9295780465445024,False,0.7696335822343826,0.8287103980779648,0.7743769484758377,0.8344332855939866,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h73_bf16_cyclic.json,f9b654c27417097be801d10281a75b489b8f3d662a23f7591eb034b6b70508b3
74,500,0.975488007068634,0.7707520127296448,0.8476639986038208,0.8280320167541504,0.9308239260493323,False,0.7743455827236175,0.831712007522583,0.7797788572311402,0.8352326589822769,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h74_bf16_cyclic.json,af28be5604033774ddf99aca6b593eec1b79ee30d8c90d247034402dc9bcb885
75,500,0.9783999919891357,0.9448639750480652,1.0938880443572998,1.0920479893684387,0.8652220270965435,False,0.9479359984397888,1.0960655748844146,0.9504985779523849,1.0991724240779877,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h75_bf16_cyclic.json,e0f3f03faee66644a6d15dbcc4da2f98a083946dd5db573a433a7058e16e60e5
76,500,0.9812800288200378,0.9494720101356506,1.0975680351257324,1.096735954284668,0.8657252517584615,False,0.951649597287178,1.1014447569847108,0.9557142603397369,1.1056063997745513,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h76_bf16_cyclic.json,9f55771566d650142e1caa04a9f3608468783435b3b1256d736ce05d4cb1729d
77,500,0.9846560060977936,0.9524160027503967,1.099776029586792,1.0986080169677734,0.8669297766269031,False,0.9553647965192795,1.1030128300189972,0.9631689846515655,1.1098975574970245,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h77_bf16_cyclic.json,099bbd7f655e3a7c906aa564b3734f22ba858ff0c4c26824ebfd72b9b9497228
78,500,0.9872000217437744,0.9555040001869202,1.1032159924507141,1.101088047027588,0.8677816481309781,False,0.9575999975204468,1.1054448187351227,0.9658054405450821,1.1112671899795532,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h78_bf16_cyclic.json,f227c56d36be113c80c5a7e8ce1438f70a7391496aa767160fea35cd8bac19cb
79,500,0.991104006767273,0.9588159918785095,1.1061439514160156,1.1063040494918823,0.8666839756384215,False,0.9645615994930268,1.1122064352035523,0.9925897628068924,1.130865969657898,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h79_bf16_cyclic.json,d53c1ee2e8c609e60917677096cad55b30157d87c013c05ff310b9ed661d2663
80,500,0.9929440021514893,0.9620479941368103,1.1081600189208984,1.1070240139961243,0.8690398599972724,False,0.9649615794420242,1.1109775841236114,0.9690886574983597,1.1148197913169862,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h80_bf16_cyclic.json,07bad8d46d8a4aface2ae7f679a53b2db26ff261e353dcd0b680f2058d5fab56
81,500,0.9960960149765015,0.967519998550415,1.1113280057907104,1.1088320016860962,0.8725577879058313,False,0.9698608219623566,1.1129023671150207,0.9763993442058563,1.119563536643982,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h81_bf16_cyclic.json,51048eb6b3e8e09ba7dfa6cab2ca457af24b4cfc2a22a8dd026360200feac211
82,500,0.9991999864578247,0.9684479832649231,1.114527940750122,1.1115200519561768,0.8712825122322719,False,0.9708512216806412,1.114532744884491,0.9750454580783844,1.1196179509162902,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h82_bf16_cyclic.json,30f67d0f464bec201a343618032bb35c2e6923b64688b7a08ea94a8c631d5735
83,500,1.001312017440796,0.970911979675293,1.117184042930603,1.115007996559143,0.8707668309747347,False,0.9747232019901275,1.1183359622955322,0.9778265327215194,1.1222821879386902,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h83_bf16_cyclic.json,4a1185d6d9488b0f276c7e2e5dbdf9d97ed3f4ed713c9b1730648e03ee002642
84,500,1.0052000284194946,0.9746879935264587,1.1195679903030396,1.1196320056915283,0.8705431682657674,False,0.9871215999126435,1.1320127546787262,0.994240306019783,1.1443522799015045,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h84_bf16_cyclic.json,7e0658b060b2ba592f5e98d6164105869978671879b3be0a0224b17e1172b9d4
85,500,1.007215976715088,0.9770879745483398,1.1239680051803589,1.124511957168579,0.8688995864557637,False,0.9811199903488159,1.1286720037460327,0.9844505757093429,1.1313923215866089,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h85_bf16_cyclic.json,ce775b23d42d9c052733938fcc7292232954203dc8cd6f098fe06c1b32edd858
86,500,1.0097119808197021,0.9807680249214172,1.128383994102478,1.1257439851760864,0.8712176461400393,False,0.9853135794401169,1.1325424253940581,0.9993648248910904,1.145644508600235,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h86_bf16_cyclic.json,c7a404e9d1ad8ca40e3be241a6db4520bcc841386452c23482ac4645074c8b42
87,500,1.0126879811286926,0.9822400212287903,1.1280640363693237,1.1266560554504395,0.8718188807285012,False,0.9857312232255936,1.1298912525177003,0.9891859418153763,1.1322892594337464,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h87_bf16_cyclic.json,292bf2dd5e6f09116d9252f3dcb75205b3c4ef3f8b09620cc982228820f967e7
88,500,1.0153599977493286,0.9867519736289978,1.1320960521697998,1.1304159760475159,0.8729104989113501,False,0.9906592160463333,1.1336031973361969,0.9947231823205948,1.1378182315826415,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h88_bf16_cyclic.json,4a1b8d1b03cc72448f815b97ef2c3b64a1bbe2d1addc9b762f79e825eced213d
89,500,1.0174559950828552,0.9871200025081635,1.1374239921569824,1.1319999694824219,0.8720141599999326,False,0.9923808097839355,1.1371856212615967,1.0070105171203614,1.1466361808776855,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h89_bf16_cyclic.json,08ae53742e78545c9000b31cd249030d2451be856149e9d3186e40446911f746
90,500,1.0215040445327759,0.9923360049724579,1.1375999450683594,1.1360000371932983,0.873535187044721,False,0.997215986251831,1.1411919713020324,1.0043200254440308,1.147372498512268,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h90_bf16_cyclic.json,6e5f93eaf52962cf724688e7f33d0ceb78fea868ffd95aab884eaab95532f824
91,500,1.0237760543823242,0.9952159821987152,1.1393920183181763,1.138208031654358,0.874370901031328,False,0.999455988407135,1.1417952537536622,1.0031900668144227,1.1454733288288117,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h91_bf16_cyclic.json,1091b3af38e43c95edc8345cbb5d538eb7968186052ac1fb369db64d4217a94d
92,500,1.0265120267868042,0.9980159997940063,1.142848014831543,1.141152024269104,0.8745688379541062,False,1.0032416045665742,1.1462431967258453,1.0098342776298523,1.1517781960964202,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h92_bf16_cyclic.json,d646efce989d176c403c3ccc0d9693e8d44dbd001c5ae7fc42acc76af84e3dcc
93,500,1.029039978981018,1.0003199577331543,1.1460800170898438,1.1440000534057617,0.874405516638865,False,1.00733442902565,1.1495887637138367,1.0189823734760284,1.1633309304714203,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h93_bf16_cyclic.json,c776843521910642f0f8aa27d45839adf8272f30254de45b47fa342f09f44915
94,500,1.031872034072876,1.0031039714813232,1.1483839750289917,1.146127998828888,0.8752111217126652,False,1.0075871765613555,1.1496192276477815,1.0123023748397828,1.1533811032772063,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h94_bf16_cyclic.json,b0d1a3500010da3b040d9e03ec441bda5c40b3c80ceda0a249fdaa58b4f9456b
95,500,1.0348479747772217,1.0055040121078491,1.1512799859046936,1.1492799520492554,0.8748991142801694,False,1.0100480318069458,1.153606379032135,1.018514915704727,1.1686860454082488,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h95_bf16_cyclic.json,d79721c668f8ec0785498d597f1e9e6d3d28b27ff9c5c3cf42b6dafb4033f3a2
96,500,1.0371040105819702,1.0074880123138428,1.1530399918556213,1.152351975440979,0.8742884411928915,False,1.0121647477149964,1.1570272266864776,1.0210272407531737,1.1640742897987366,8f8cb97077d2496834d065c7cc1e39980e14e1f9b1665cdfd3aa8ae2dfe3e005,c1_vshard4_p2_b300_sm103a_hs_full_r1_h96_bf16_cyclic.json,a87ea9cbd717047ec41aef7827f02d58555ae029695000cb56da7ea1d0be4402
